timestamp,cpu_pct,mem_rss_bytes,mem_pct,disk_rchar,disk_wchar
2026-08-17 07:53:27,0.00,9551872,0.03,592914,0
2026-08-17 07:53:28,192.48,189771776,0.58,20766826,153947
2026-08-17 07:53:29,8.92,204783616,0.63,32544354,11741208
2026-08-17 07:53:30,3.00,204902400,0.63,32544354,11741208
2026-08-17 07:53:31,10.01,219557888,0.67,33951710,11741208
2026-08-17 07:53:32,0.00,219557888,0.67,33951710,11741208
2026-08-17 07:53:33,0.00,219885568,0.67,33971540,11741208
2026-08-17 07:53:34,3.01,220409856,0.67,33975700,11741208
2026-08-17 07:53:35,3.00,220463104,0.67,33975700,11741405
2026-08-17 07:53:36,8.01,220504064,0.67,33975700,11741405
2026-08-17 07:53:37,7.00,220639232,0.67,33975700,11741405
2026-08-17 07:53:38,2.00,220639232,0.67,33975700,11741602
2026-08-17 07:53:39,2.00,220639232,0.67,33975700,11741602
2026-08-17 07:53:40,3.00,220639232,0.67,33975700,11741602
2026-08-17 07:53:41,2.01,220639232,0.67,33975700,11741602
2026-08-17 07:53:42,2.01,220639232,0.67,33975700,11741602
2026-08-17 07:53:43,2.01,220639232,0.67,33975700,11741602
2026-08-17 07:53:44,7.03,220733440,0.67,33975700,11741602
2026-08-17 07:53:45,1.00,220733440,0.67,33975700,11741799
2026-08-17 07:53:46,2.00,220733440,0.67,33975700,11741799
2026-08-17 07:53:47,5.01,220741632,0.67,33975700,11741799
2026-08-17 07:53:49,7.00,220819456,0.67,33975700,11741799
2026-08-17 07:53:50,9.99,220860416,0.67,36767494,11741996
2026-08-17 07:53:51,5.99,220913664,0.67,37697083,11742193
2026-08-17 07:53:52,10.98,220925952,0.67,41405144,11742340
2026-08-17 07:53:53,5.99,220925952,0.67,44195897,11742537
2026-08-17 07:53:54,7.00,220925952,0.67,45121309,11742734
2026-08-17 07:53:55,11.04,220934144,0.67,49759213,11742734
2026-08-17 07:53:56,5.01,220934144,0.67,52538484,11742931
2026-08-17 07:53:57,8.02,220950528,0.67,54400216,11743128
2026-08-17 07:53:58,11.04,220979200,0.67,59031542,11743128
2026-08-17 07:53:59,5.00,220979200,0.67,61817096,11743325
2026-08-17 07:54:00,6.01,220995584,0.67,62747870,11743522
2026-08-17 07:54:01,9.01,220995584,0.67,66464237,11743522
2026-08-17 07:54:02,7.01,221003776,0.67,68319049,11743866
2026-08-17 07:54:03,7.01,221003776,0.67,72028238,11743866
2026-08-17 07:54:04,8.00,221003776,0.67,74813475,11744063
2026-08-17 07:54:05,6.01,221020160,0.68,77596992,11744260
2026-08-17 07:54:06,10.01,221024256,0.68,81302317,11744260
2026-08-17 07:54:07,6.01,221024256,0.68,84091829,11744457
2026-08-17 07:54:08,6.00,221057024,0.68,85945855,11744654
2026-08-17 07:54:09,11.02,221065216,0.68,90586698,11744654
2026-08-17 07:54:10,5.01,221065216,0.68,91517059,11744851
2026-08-17 07:54:11,6.01,221081600,0.68,93374738,11744851
2026-08-17 07:54:12,8.01,221081600,0.68,97092376,11745048
2026-08-17 07:54:13,7.03,221097984,0.68,98951300,11745392
2026-08-17 07:54:14,8.01,221097984,0.68,101733003,11745392
2026-08-17 07:54:15,6.02,221097984,0.68,105439136,11745589
2026-08-17 07:54:16,7.02,221114368,0.68,108221894,11745589
2026-08-17 07:54:17,9.00,221114368,0.68,111928225,11745786
2026-08-17 07:54:18,5.01,221130752,0.68,113780641,11745983
2026-08-17 07:54:19,8.99,221130752,0.68,117493254,11745983
2026-08-17 07:54:20,5.99,221130752,0.68,119350503,11746180
2026-08-17 07:54:21,8.99,221147136,0.68,122129978,11746180
2026-08-17 07:54:22,8.00,221147136,0.68,124911838,11746377
2026-08-17 07:54:23,6.02,221179904,0.68,126767360,11746377
2026-08-17 07:54:24,9.03,221179904,0.68,130479621,11746721
2026-08-17 07:54:25,6.01,221192192,0.68,132332571,11746918
2026-08-17 07:54:26,10.00,221192192,0.68,136038434,11746918
2026-08-17 07:54:27,6.02,221196288,0.68,136972039,11747115
2026-08-17 07:54:28,9.02,221212672,0.68,138832271,11747115
2026-08-17 07:54:29,5.01,221212672,0.68,140686563,11747312
2026-08-17 07:54:30,7.00,221212672,0.68,142550204,11747312
2026-08-17 07:54:31,9.01,221212672,0.68,143477783,11747509
2026-08-17 07:54:32,6.01,221229056,0.68,144412449,11747706
2026-08-17 07:54:33,10.04,221229056,0.68,146271229,11747706
