timestamp,cpu_pct,mem_rss_bytes,mem_pct,disk_rchar,disk_wchar
2026-08-17 10:48:33,0.00,9998336,0.03,596308,2230
2026-08-17 10:48:34,191.01,189767680,0.58,20543085,153947
2026-08-17 10:48:35,8.94,190865408,0.58,30561047,11739090
2026-08-17 10:48:36,66.56,191688704,0.59,30561047,11739484
2026-08-17 10:48:37,57.74,191885312,0.59,30561047,11740075
2026-08-17 10:48:38,65.56,191942656,0.59,30561047,11740469
2026-08-17 10:48:39,58.54,192008192,0.59,30561047,11741060
2026-08-17 10:48:40,66.61,192081920,0.59,30561047,11741454
2026-08-17 10:48:41,57.59,192081920,0.59,30561047,11742045
2026-08-17 10:48:42,61.54,192081920,0.59,30561047,11742439
2026-08-17 10:48:43,62.48,192081920,0.59,30561047,11743030
2026-08-17 10:48:44,58.54,192081920,0.59,30561047,11743760
2026-08-17 10:48:45,65.40,192081920,0.59,30561047,11744154
