timestamp,cpu_pct,mem_rss_bytes,mem_pct,disk_rchar,disk_wchar
2026-08-17 10:22:11,0.00,9531392,0.03,592914,0
2026-08-17 10:22:12,180.65,190902272,0.58,20814381,153947
2026-08-17 10:22:13,19.83,193892352,0.59,30770432,11738968
2026-08-17 10:22:14,62.51,194256896,0.59,30770432,11739362
2026-08-17 10:22:15,65.40,194392064,0.59,30770432,11739953
2026-08-17 10:22:16,59.55,194453504,0.59,30770432,11740544
2026-08-17 10:22:17,66.58,194535424,0.59,30770432,11740938
2026-08-17 10:22:18,59.60,194576384,0.59,30770432,11741529
2026-08-17 10:22:20,62.53,194609152,0.59,30770432,11741923
2026-08-17 10:22:21,65.40,194609152,0.59,30770432,11742514
2026-08-17 10:22:22,58.63,194609152,0.59,30770432,11743105
2026-08-17 10:22:23,67.49,194609152,0.59,30770432,11743638
2026-08-17 10:22:24,58.56,194609152,0.59,30770432,11744229
2026-08-17 10:22:25,65.51,194609152,0.59,30770432,11744623
2026-08-17 10:22:26,60.55,194609152,0.59,30770432,11745214
2026-08-17 10:22:27,59.63,194609152,0.59,30770432,11745805
2026-08-17 10:22:28,65.54,194609152,0.59,30770432,11746199
2026-08-17 10:22:29,60.52,194609152,0.59,30770432,11746790
2026-08-17 10:22:30,67.52,194609152,0.59,30770432,11747184
2026-08-17 10:22:31,59.60,194609152,0.59,30770432,11747914
2026-08-17 10:22:32,62.61,194609152,0.59,30770432,11748308
2026-08-17 10:22:33,62.48,194609152,0.59,30770432,11748899
2026-08-17 10:22:34,61.79,194609152,0.59,30770432,11749293
2026-08-17 10:22:35,65.56,194609152,0.59,30770432,11749884
2026-08-17 10:22:36,59.63,194609152,0.59,30770432,11750475
2026-08-17 10:22:37,64.57,194609152,0.59,30770432,11750869
2026-08-17 10:22:38,60.62,194625536,0.59,30770432,11751460
2026-08-17 10:22:39,64.65,194625536,0.59,30770432,11751854
2026-08-17 10:22:40,60.70,194625536,0.59,30770432,11752584
2026-08-17 10:22:41,59.70,194625536,0.59,30770432,11752978
2026-08-17 10:22:42,65.45,194625536,0.59,30770432,11753569
2026-08-17 10:22:43,58.68,194625536,0.59,30770432,11754160
2026-08-17 10:22:44,64.60,194625536,0.59,30770432,11754554
2026-08-17 10:22:45,59.78,194625536,0.59,30770432,11755145
2026-08-17 10:22:46,65.56,194625536,0.59,30770432,11755539
2026-08-17 10:22:47,60.65,194625536,0.59,30770432,11756130
2026-08-17 10:22:48,63.55,194625536,0.59,30770432,11756663
2026-08-17 10:22:49,62.69,194625536,0.59,30770432,11757254
2026-08-17 10:22:50,59.58,194625536,0.59,30770432,11757845
2026-08-17 10:22:51,68.60,194625536,0.59,30770432,11758239
2026-08-17 10:22:52,59.73,194625536,0.59,30770432,11758830
2026-08-17 10:22:53,66.75,194625536,0.59,30770432,11759224
2026-08-17 10:22:54,59.70,194625536,0.59,30770432,11759815
2026-08-17 10:22:55,64.68,194625536,0.59,30770432,11760209
2026-08-17 10:22:56,61.61,194625536,0.59,30770432,11760800
2026-08-17 10:22:57,58.71,194625536,0.59,30770432,11761532
2026-08-17 10:22:58,67.63,194625536,0.59,30770432,11761926
2026-08-17 10:22:59,59.68,194625536,0.59,30770432,11762517
2026-08-17 10:23:00,66.69,194625536,0.59,30770432,11762911
2026-08-17 10:23:01,59.73,194625536,0.59,30770432,11763502
2026-08-17 10:23:02,60.52,194625536,0.59,30770432,11764093
2026-08-17 10:23:03,65.59,194625536,0.59,30770432,11764487
2026-08-17 10:23:04,58.66,194625536,0.59,30770432,11765078
2026-08-17 10:23:05,66.42,194625536,0.59,30770432,11765613
2026-08-17 10:23:06,61.44,194625536,0.59,30770432,11766204
2026-08-17 10:23:07,59.43,194625536,0.59,30770432,11766795
2026-08-17 10:23:08,66.61,194625536,0.59,30770432,11767189
2026-08-17 10:23:09,59.41,194625536,0.59,30770432,11767780
2026-08-17 10:23:10,65.54,194625536,0.59,30770432,11768174
2026-08-17 10:23:11,59.60,194625536,0.59,30770432,11768765
2026-08-17 10:23:12,59.63,194625536,0.59,30770432,11769159
2026-08-17 10:23:13,67.49,194625536,0.59,30770432,11769750
2026-08-17 10:23:14,54.66,194625536,0.59,30770432,11770285
2026-08-17 10:23:15,54.64,194625536,0.59,30770432,11770876
2026-08-17 10:23:16,48.74,194625536,0.59,30770432,11771270
2026-08-17 10:23:17,48.55,194625536,0.59,30770432,11772185
